rank,indicator,lookback,entry,exit,target,score,total,worst_day,turnover,trades,day_1,day_2,day_3
618,rolling_z,1500,3.25,0.0,150,-3300.85,-2452.0,-2687.0,427,14,-656.0,891.0,-2687.0
619,rolling_z,2000,2.5,0.5,200,-3319.51,9267.0,-5627.0,4632,136,-5627.0,4833.0,10061.0
620,rolling_z,650,3.25,0.0,50,-3324.8,-2067.0,-2807.0,524,17,3286.0,-2546.0,-2807.0
621,median_mad_z,650,3.25,0.0,50,-3374.92,-4395.0,-2275.0,584,23,-2120.0,0.0,-2275.0
622,median_mad_z,800,2.25,0.0,50,-3393.95,-958.0,-3151.0,1726,68,-3151.0,-143.0,2336.0
623,rolling_z,500,3.25,0.0,50,-3441.19,-3283.0,-2619.0,718,23,-309.0,-355.0,-2619.0
624,rolling_z,1200,3.25,0.5,100,-3587.99,-5388.0,-2239.0,997,29,-2239.0,-946.0,-2203.0
625,median_mad_z,800,3.0,0.0,150,-3596.65,-91.0,-3570.0,1952,59,-3570.0,1442.0,2037.0
626,median_mad_z,800,2.5,0.0,150,-3609.1,352.0,-3690.0,3548,106,-3690.0,-880.0,4922.0
627,ema_z,650,3.25,0.5,50,-3609.47,-4378.0,-2513.0,986,39,-1715.0,-150.0,-2513.0
628,ema_z,1500,2.5,0.5,100,-3614.33,-3931.0,-2627.0,2290,69,-2627.0,-1078.0,-226.0
629,ema_z,1200,3.0,0.5,150,-3638.94,-2764.0,-2944.0,1972,57,-1623.0,1803.0,-2944.0
630,median_mad_z,1000,2.5,0.0,150,-3642.02,-4859.0,-2423.0,2137,64,-2253.0,-183.0,-2423.0
631,rolling_z,1200,2.75,0.5,200,-3678.7,-3657.0,-2751.0,6724,195,-2751.0,-98.0,-808.0
632,rolling_z,2000,3.0,0.5,100,-3703.15,737.0,-3885.0,1200,36,-3885.0,488.0,4134.0
633,ema_z,1800,2.75,0.5,200,-3715.03,-2343.0,-3124.0,2638,78,-3124.0,-81.0,862.0
634,median_mad_z,800,3.25,0.5,50,-3718.65,-3571.0,-2825.0,450,18,-1286.0,540.0,-2825.0
635,ema_z,1200,2.75,0.5,100,-3721.76,-4342.0,-2633.0,1628,48,-2633.0,456.0,-2165.0
636,rolling_z,1200,2.75,0.5,100,-3736.98,-4523.0,-2599.0,3616,109,-2599.0,-436.0,-1488.0
637,median_mad_z,1500,2.25,0.5,50,-3738.75,-2807.0,-3036.0,500,20,-3036.0,-266.0,495.0
638,median_mad_z,1000,2.5,0.0,100,-3785.37,-4410.0,-2680.0,1437,43,-2680.0,-164.0,-1566.0
639,rolling_z,2000,2.75,0.5,200,-3790.89,11102.0,-6559.0,3696,108,-6559.0,5622.0,12039.0
640,ema_z,1000,3.25,0.5,200,-3802.21,-2226.0,-3244.0,854,26,715.0,303.0,-3244.0
641,median_mad_z,1500,3.0,0.5,150,-3826.15,2485.0,-4445.0,1200,35,-4445.0,3199.0,3731.0
642,ema_z,500,3.0,0.0,100,-3897.08,2818.0,-4598.0,1790,54,9934.0,-4598.0,-2518.0
643,median_mad_z,1200,2.75,0.5,100,-3907.74,-2116.0,-3377.0,868,26,-3377.0,1886.0,-625.0
644,rolling_z,500,2.0,0.0,50,-3908.05,-281.0,-3828.0,4898,148,-3828.0,1078.0,2469.0
645,rolling_z,1200,2.75,0.5,150,-3946.6,-4665.0,-2770.0,5174,151,-2770.0,-372.0,-1523.0
646,ema_z,1500,3.0,0.5,200,-3981.96,-2602.0,-3327.0,2228,68,-3327.0,1324.0,-599.0
647,rolling_z,1800,2.5,0.5,150,-3986.13,8288.0,-6049.0,4564,137,-6049.0,5189.0,9148.0
648,median_mad_z,650,3.0,0.0,50,-3991.98,-5011.0,-2738.0,617,24,-2738.0,393.0,-2666.0
649,median_mad_z,800,2.25,0.0,100,-4011.86,1250.0,-4318.0,3182,97,-4318.0,-288.0,5856.0
650,rolling_z,650,3.0,0.0,50,-4021.49,287.0,-4092.0,620,20,6014.0,-1635.0,-4092.0
651,ema_z,1500,2.0,0.5,50,-4049.5,-5561.0,-2654.0,2626,103,-2654.0,-911.0,-1996.0
652,rolling_z,500,3.0,0.0,150,-4068.62,364.0,-4154.0,2808,77,3025.0,1493.0,-4154.0
653,median_mad_z,2000,2.0,0.5,150,-4071.1,-672.0,-3901.0,1050,31,-3901.0,-288.0,3517.0
654,ema_z,1500,2.75,0.5,200,-4093.17,-5886.0,-2615.0,3334,98,-2615.0,-703.0,-2568.0
655,rolling_z,1800,3.0,0.0,100,-4117.75,-4379.0,-3022.0,500,15,-2283.0,926.0,-3022.0
656,rolling_z,1500,2.5,0.5,150,-4119.66,6028.0,-5616.0,5330,162,-5616.0,5700.0,5944.0
657,ema_z,1800,2.5,0.5,100,-4125.42,-2030.0,-3614.0,1958,59,-3614.0,-28.0,1612.0
658,median_mad_z,1500,2.75,0.5,100,-4138.1,-658.0,-3972.0,800,24,-3972.0,1255.0,2059.0
659,rolling_z,1000,3.0,0.0,100,-4156.22,4347.0,-5241.0,986,28,5318.0,4270.0,-5241.0
660,median_mad_z,800,2.25,0.0,150,-4173.7,2767.0,-4856.0,4726,141,-4856.0,-396.0,8019.0
661,rolling_z,800,3.25,0.0,150,-4183.39,-3311.0,-3354.0,820,24,-3354.0,2577.0,-2534.0
662,median_mad_z,800,3.0,0.5,50,-4186.95,-3350.0,-3348.0,726,29,-136.0,134.0,-3348.0
663,rolling_z,1000,2.25,0.0,50,-4205.26,-2789.0,-3505.0,1506,47,-1914.0,2630.0,-3505.0
664,ema_z,650,3.0,0.5,50,-4212.68,-5953.0,-2721.0,1716,68,-1928.0,-1304.0,-2721.0
665,rolling_z,2000,3.25,0.5,100,-4216.1,-2310.0,-3637.0,800,24,-3637.0,1614.0,-287.0
666,rolling_z,1800,2.0,0.5,100,-4218.42,-1021.0,-3953.0,5084,153,-3953.0,2818.0,114.0
667,ema_z,1500,2.25,0.5,100,-4232.68,-2944.0,-3489.0,3840,116,-3489.0,-209.0,754.0
668,ema_z,2000,2.25,0.5,150,-4256.21,261.0,-4315.0,3230,96,-4315.0,2453.0,2123.0
669,rolling_z,1200,2.5,0.5,50,-4276.86,-5362.0,-2932.0,2182,86,-2932.0,-2158.0,-272.0
670,rolling_z,1000,3.25,0.0,100,-4331.55,5188.0,-5627.0,773,23,2762.0,8053.0,-5627.0
671,median_mad_z,650,3.25,0.5,50,-4344.17,-5604.0,-2942.0,584,23,-2942.0,0.0,-2662.0
672,median_mad_z,1500,2.0,0.5,50,-4374.71,-3029.0,-3616.0,728,29,-3616.0,-401.0,988.0
673,rolling_z,1800,3.25,0.0,150,-4380.92,-3750.0,-3442.0,711,21,-3442.0,2144.0,-2452.0
674,rolling_z,1500,3.25,0.5,150,-4389.99,-5217.0,-3083.0,1368,43,-3083.0,710.0,-2844.0
675,ema_z,1800,2.0,0.5,50,-4391.42,-4537.0,-3254.0,1584,63,-3254.0,-536.0,-747.0
676,rolling_z,1500,2.0,0.5,50,-4402.17,-3757.0,-3456.0,3460,133,-3456.0,-92.0,-209.0
677,rolling_z,1000,2.75,0.0,100,-4406.65,6995.0,-6152.0,1700,50,11074.0,2073.0,-6152.0
678,rolling_z,1500,3.0,0.5,150,-4426.63,-1776.0,-3978.0,2316,68,-3978.0,2155.0,47.0
679,median_mad_z,1500,2.5,0.0,150,-4437.4,-1144.0,-4149.0,1200,34,-4149.0,-706.0,3711.0
680,ema_z,1200,3.0,0.5,200,-4506.14,-2636.0,-3842.0,2572,76,-938.0,2144.0,-3842.0
681,rolling_z,1800,3.0,0.5,100,-4564.65,-2897.0,-3838.0,1200,36,-3838.0,767.0,174.0
682,ema_z,1000,2.5,0.5,50,-4575.83,-4157.0,-3533.0,1788,71,-3533.0,-617.0,-7.0
683,median_mad_z,650,2.75,0.0,50,-4610.1,-5281.0,-3288.0,926,36,-2468.0,475.0,-3288.0
684,rolling_z,1500,2.5,0.5,200,-4628.54,8605.0,-6766.0,6896,201,-6766.0,7805.0,7566.0
685,median_mad_z,800,3.25,0.0,150,-4632.04,-298.0,-4555.0,1270,40,-4555.0,1460.0,2797.0
686,rolling_z,1500,3.25,0.0,200,-4671.05,-4556.0,-3531.0,527,16,-1916.0,891.0,-3531.0
687,median_mad_z,1500,2.25,0.0,100,-4682.35,-3403.0,-3830.0,800,24,-3830.0,-1403.0,1830.0
688,rolling_z,1800,3.25,0.5,150,-4689.94,-1082.0,-4416.0,1722,51,-4416.0,1963.0,1371.0
689,ema_z,800,3.25,0.5,100,-4718.6,-6532.0,-3084.0,800,24,-2767.0,-681.0,-3084.0
690,median_mad_z,1000,2.5,0.0,200,-4719.17,-5482.0,-3343.0,2837,85,-1633.0,-506.0,-3343.0
691,rolling_z,2000,3.25,0.0,100,-4723.17,-3318.0,-3893.0,337,10,-3893.0,1502.0,-927.0
692,rolling_z,650,2.75,0.0,200,-4742.29,16353.0,-8823.0,3770,106,23832.0,-8823.0,1344.0
693,median_mad_z,800,2.75,0.5,50,-4851.9,-3764.0,-3909.0,950,38,393.0,-248.0,-3909.0
694,rolling_z,1500,2.75,0.5,150,-4874.89,3453.0,-5731.0,3572,106,-5731.0,7392.0,1792.0
695,median_mad_z,800,2.5,0.5,50,-4878.25,-5931.0,-3393.0,1248,47,-1654.0,-884.0,-3393.0
696,ema_z,1000,2.75,0.5,100,-4951.58,-4373.0,-3854.0,2167,65,-3854.0,2097.0,-2616.0
697,ema_z,800,3.0,0.5,100,-4958.67,-5828.0,-3498.0,1834,55,-3498.0,599.0,-2929.0
698,ema_z,1200,2.25,0.5,50,-5004.84,-5874.0,-3532.0,2172,86,-3532.0,-412.0,-1930.0
699,median_mad_z,1200,2.0,0.5,50,-5025.85,-4503.0,-3898.0,1050,42,-3898.0,-29.0,-576.0
700,ema_z,2000,2.0,0.5,100,-5077.41,-1960.0,-4581.0,3204,96,-4581.0,479.0,2142.0
701,rolling_z,1000,3.0,0.5,100,-5081.69,-7214.0,-3273.0,2595,80,-3222.0,-719.0,-3273.0
702,median_mad_z,1000,2.25,0.0,100,-5103.44,-4774.0,-3906.0,1971,59,-3906.0,774.0,-1642.0
703,median_mad_z,650,3.0,0.5,50,-5116.23,-6220.0,-3560.0,617,24,-3560.0,393.0,-3053.0
704,median_mad_z,1000,2.25,0.5,100,-5126.32,-6341.0,-3537.0,2034,61,-3537.0,204.0,-3008.0
705,ema_z,800,2.75,0.5,50,-5137.34,-5621.0,-3729.0,1546,60,-3729.0,-353.0,-1539.0
706,rolling_z,1500,3.25,0.5,200,-5168.04,-6378.0,-3570.0,1768,51,-3518.0,710.0,-3570.0
707,rolling_z,2000,3.0,0.5,150,-5168.6,1800.0,-5615.0,1800,53,-5615.0,823.0,6592.0
708,ema_z,500,3.0,0.0,150,-5183.53,5639.0,-6588.0,2640,78,12447.0,-6588.0,-220.0
709,median_mad_z,1500,3.0,0.5,200,-5193.95,2865.0,-5907.0,1600,46,-5907.0,3761.0,5011.0
710,rolling_z,2000,3.0,0.0,100,-5194.32,-4609.0,-4041.0,537,16,-4041.0,376.0,-944.0
711,median_mad_z,2000,2.0,0.5,200,-5216.95,-761.0,-5024.0,1350,40,-5024.0,-356.0,4619.0
712,ema_z,800,3.25,0.0,100,-5234.35,-7503.0,-3358.0,300,9,-3358.0,-2315.0,-1830.0
713,rolling_z,800,3.0,0.0,100,-5276.75,2053.0,-5788.0,1000,30,1364.0,6477.0,-5788.0
714,rolling_z,1800,2.5,0.5,200,-5306.91,11351.0,-8133.0,5830,173,-8133.0,7375.0,12109.0
715,median_mad_z,1500,2.0,0.0,100,-5348.32,-1009.0,-5094.0,1033,31,-5094.0,-1445.0,5530.0
716,rolling_z,1800,2.75,0.0,100,-5351.25,-6441.0,-3740.0,500,15,-2283.0,-418.0,-3740.0
717,rolling_z,1800,2.75,0.5,100,-5359.55,-3747.0,-4420.0,1400,42,-4420.0,-577.0,1250.0
718,rolling_z,1000,3.25,0.5,100,-5387.24,-7107.0,-3607.0,1746,54,-2922.0,-578.0,-3607.0
719,median_mad_z,500,3.25,0.0,50,-5393.55,-5977.0,-3898.0,650,26,-2619.0,540.0,-3898.0
720,median_mad_z,1200,2.5,0.5,100,-5407.51,-4065.0,-4389.0,1130,34,-4389.0,1440.0,-1116.0
721,median_mad_z,1000,2.5,0.5,150,-5422.0,-5886.0,-3946.0,2250,66,-3946.0,-133.0,-1807.0
722,ema_z,1200,2.0,0.5,50,-5440.57,-6461.0,-3819.0,3158,125,-2687.0,45.0,-3819.0
723,median_mad_z,1200,2.75,0.5,150,-5454.54,-3932.0,-4469.0,1268,37,-4469.0,1371.0,-834.0
724,ema_z,1200,2.75,0.5,150,-5462.16,-6538.0,-3823.0,2328,68,-3823.0,737.0,-3452.0
725,rolling_z,1200,3.25,0.5,150,-5464.04,-7853.0,-3498.0,1397,40,-3498.0,-1113.0,-3242.0
726,rolling_z,800,3.25,0.5,100,-5491.89,-6959.0,-3750.0,1070,32,-3750.0,-707.0,-2502.0
727,median_mad_z,1500,2.5,0.0,200,-5523.45,-885.0,-5299.0,1600,46,-5299.0,-804.0,5218.0
728,ema_z,2000,2.25,0.5,200,-5657.46,1272.0,-5967.0,4230,126,-5967.0,4121.0,3118.0
729,ema_z,1200,2.5,0.5,100,-5673.18,-5194.0,-4370.0,2338,70,-4370.0,-812.0,-12.0
730,rolling_z,800,3.0,0.5,50,-5678.04,-6194.0,-4127.0,1270,50,-4127.0,148.0,-2215.0
731,rolling_z,500,3.25,0.0,100,-5691.79,-7585.0,-3793.0,1268,38,-3776.0,-16.0,-3793.0
732,rolling_z,1500,2.25,0.5,100,-5695.32,-24.0,-5680.0,4660,140,-5680.0,1065.0,4591.0
733,rolling_z,1800,2.0,0.5,150,-5728.52,-250.0,-5651.0,7510,227,-5651.0,4552.0,849.0
734,ema_z,1000,2.25,0.5,50,-5760.31,-7150.0,-3967.0,2906,114,-3967.0,-1165.0,-2018.0
735,rolling_z,1500,2.75,0.5,200,-5766.64,4802.0,-6958.0,4572,135,-6958.0,8905.0,2855.0
736,rolling_z,1000,2.75,0.5,50,-5809.46,-8039.0,-3796.0,1854,72,-3796.0,-2466.0,-1777.0
737,ema_z,500,3.0,0.0,200,-5825.98,9904.0,-8295.0,3490,101,15859.0,-8295.0,2340.0
738,rolling_z,1800,3.25,0.0,200,-5872.15,-5258.0,-4556.0,823,23,-4556.0,2144.0,-2846.0
739,rolling_z,1000,3.25,0.0,150,-5875.0,6381.0,-7468.0,1123,32,1672.0,12177.0,-7468.0
740,rolling_z,1200,2.25,0.5,50,-5896.01,-8309.0,-3813.0,2878,115,-3813.0,-2574.0,-1922.0
741,rolling_z,1800,3.0,0.0,150,-5949.75,-6233.0,-4390.0,750,22,-3442.0,1599.0,-4390.0
742,ema_z,500,3.25,0.5,50,-5984.28,-9202.0,-3681.0,1388,55,-3388.0,-2133.0,-3681.0
743,median_mad_z,800,3.0,0.0,200,-6002.3,-1670.0,-5580.0,2402,72,-5580.0,1865.0,2045.0
744,median_mad_z,1500,2.5,0.5,100,-6017.19,-3029.0,-5258.0,968,29,-5258.0,865.0,1364.0
745,median_mad_z,1000,2.25,0.0,150,-6042.67,-6864.0,-4321.0,2833,85,-4321.0,678.0,-3221.0
746,ema_z,1800,2.5,0.5,150,-6059.47,-2427.0,-5447.0,2858,84,-5447.0,129.0,2891.0
747,median_mad_z,800,2.5,0.0,200,-6059.73,-602.0,-5900.0,4614,136,-5900.0,-920.0,6218.0
748,rolling_z,2000,3.25,0.5,150,-6070.65,-3277.0,-5249.0,1200,36,-5249.0,2420.0,-448.0
749,rolling_z,1000,3.25,0.0,200,-6087.5,7681.0,-8005.0,1375,38,-564.0,16250.0,-8005.0
750,rolling_z,1000,3.0,0.0,150,-6113.37,5506.0,-7487.0,1436,40,6455.0,6538.0,-7487.0
751,rolling_z,1500,3.0,0.5,200,-6124.78,-2323.0,-5538.0,3016,88,-5538.0,2786.0,429.0
752,median_mad_z,650,3.25,0.0,100,-6149.17,-7968.0,-4155.0,1084,33,-3813.0,0.0,-4155.0
753,ema_z,1800,2.25,0.5,100,-6216.09,-4886.0,-4990.0,2296,69,-4990.0,368.0,-264.0
754,median_mad_z,1500,2.75,0.5,150,-6218.4,-988.0,-5969.0,1200,36,-5969.0,2026.0,2955.0
755,median_mad_z,650,2.75,0.5,50,-6235.85,-7824.0,-4278.0,926,35,-4278.0,135.0,-3681.0
756,median_mad_z,500,3.0,0.0,50,-6270.74,-6798.0,-4569.0,1118,44,-2265.0,36.0,-4569.0
757,ema_z,1500,2.5,0.5,150,-6274.13,-7171.0,-4475.0,3190,96,-4475.0,-1634.0,-1062.0
758,rolling_z,2000,3.25,0.0,150,-6289.97,-4320.0,-5209.0,487,14,-5209.0,2276.0,-1387.0
759,rolling_z,1800,2.0,0.5,200,-6317.32,2138.0,-6832.0,9910,292,-6832.0,6548.0,2422.0
760,median_mad_z,1200,2.25,0.5,100,-6329.79,-4059.0,-5312.0,1520,46,-5312.0,388.0,865.0
761,rolling_z,650,3.25,0.5,50,-6345.8,-7394.0,-4495.0,1150,44,-464.0,-4495.0,-2435.0
762,median_mad_z,1000,2.0,0.0,100,-6351.66,-2701.0,-5671.0,2703,82,-5671.0,-267.0,3237.0
763,median_mad_z,500,3.25,0.5,50,-6363.8,-7546.0,-4476.0,650,26,-3610.0,540.0,-4476.0
764,rolling_z,650,3.0,0.5,50,-6430.7,-8116.0,-4398.0,1850,73,-2505.0,-4398.0,-1213.0
765,median_mad_z,800,2.0,0.0,50,-6456.55,-5767.0,-5010.0,2402,93,-5010.0,-1149.0,392.0
766,ema_z,1000,2.75,0.5,150,-6470.18,-5167.0,-5172.0,3217,96,-5172.0,3470.0,-3465.0
767,rolling_z,1800,3.25,0.5,200,-6550.02,-2779.0,-5851.0,2134,62,-5851.0,1963.0,1109.0
768,rolling_z,2000,3.0,0.5,200,-6555.3,2882.0,-7271.0,2400,71,-7271.0,1079.0,9074.0
769,ema_z,1200,2.75,0.5,200,-6563.06,-7936.0,-4573.0,3028,89,-4573.0,1099.0,-4462.0
770,median_mad_z,1500,2.25,0.0,150,-6589.15,-4499.0,-5462.0,1200,36,-5462.0,-2093.0,3056.0
771,rolling_z,1000,2.75,0.0,150,-6676.34,9986.0,-9168.0,2418,67,15940.0,3214.0,-9168.0
772,ema_z,1000,2.5,0.5,100,-6917.03,-6229.0,-5353.0,3389,102,-5353.0,-631.0,-245.0
773,rolling_z,2000,3.0,0.0,150,-6933.07,-5954.0,-5443.0,787,22,-5443.0,679.0,-1190.0
774,median_mad_z,1200,2.75,0.5,200,-6933.84,-5750.0,-5493.0,1668,49,-5493.0,556.0,-813.0
775,ema_z,1000,2.0,0.5,50,-6939.49,-10416.0,-4327.0,4244,169,-4314.0,-1775.0,-4327.0
776,rolling_z,1200,2.0,0.0,100,-6939.96,-1132.0,-6651.0,2978,84,5771.0,-252.0,-6651.0
777,rolling_z,800,2.75,0.5,50,-6941.05,-7974.0,-4943.0,2276,88,-4943.0,-2009.0,-1022.0
778,median_mad_z,1000,2.25,0.0,200,-6959.27,-8992.0,-4704.0,3633,107,-4103.0,-185.0,-4704.0
779,ema_z,1800,2.5,0.5,200,-6963.02,-1682.0,-6535.0,3758,111,-6535.0,519.0,4334.0
780,rolling_z,1000,3.0,0.5,150,-6968.2,-9519.0,-4581.0,3727,111,-4356.0,-582.0,-4581.0
781,rolling_z,1200,3.25,0.5,200,-7001.84,-9729.0,-4566.0,1797,51,-4566.0,-1073.0,-4090.0
782,rolling_z,1800,3.0,0.0,200,-7002.5,-7370.0,-5158.0,1000,30,-4556.0,2344.0,-5158.0
783,ema_z,800,3.25,0.5,150,-7008.4,-9624.0,-4600.0,1200,37,-4072.0,-952.0,-4600.0
784,median_mad_z,800,2.25,0.5,50,-7008.7,-9601.0,-4605.0,1726,69,-4605.0,-880.0,-4116.0
785,ema_z,1500,2.25,0.5,150,-7018.69,-4907.0,-5781.0,5468,165,-5781.0,-439.0,1313.0
786,median_mad_z,1000,2.0,0.5,100,-7025.53,-6872.0,-5302.0,2766,85,-5302.0,-691.0,-879.0
787,median_mad_z,800,3.25,0.0,200,-7036.64,-1986.0,-6537.0,1570,47,-6537.0,1460.0,3091.0
788,rolling_z,1800,3.0,0.5,150,-7130.35,-4319.0,-6047.0,1800,54,-6047.0,1366.0,362.0
789,median_mad_z,800,3.25,0.5,100,-7242.8,-6888.0,-5519.0,900,27,-2469.0,1100.0,-5519.0
790,rolling_z,1200,2.5,0.5,100,-7274.21,-9475.0,-4897.0,4232,128,-4897.0,-3710.0,-868.0
791,ema_z,800,3.0,0.5,150,-7320.12,-8449.0,-5203.0,2434,73,-5203.0,1011.0,-4257.0
792,rolling_z,500,3.0,0.0,200,-7331.72,-6416.0,-5721.0,3358,93,-137.0,-558.0,-5721.0
793,rolling_z,800,2.75,0.0,100,-7332.85,-1258.0,-7015.0,1676,49,6953.0,-1196.0,-7015.0
794,median_mad_z,500,3.0,0.5,50,-7410.74,-9030.0,-5151.0,1118,42,-4394.0,515.0,-5151.0
795,rolling_z,800,3.0,0.0,150,-7433.65,2489.0,-8053.0,1450,41,325.0,10217.0,-8053.0
796,rolling_z,650,3.0,0.0,100,-7444.09,-903.0,-7216.0,1170,35,10387.0,-4074.0,-7216.0
797,rolling_z,650,2.75,0.5,50,-7467.72,-11177.0,-4668.0,2736,107,-3975.0,-4668.0,-2534.0
798,ema_z,650,3.25,0.5,100,-7485.63,-8812.0,-5279.0,1816,55,-3237.0,-296.0,-5279.0
799,median_mad_z,1500,2.25,0.5,100,-7603.25,-5529.0,-6219.0,1000,30,-6219.0,-233.0,923.0
800,rolling_z,2000,3.25,0.0,200,-7638.77,-5002.0,-6387.0,637,19,-6387.0,3139.0,-1754.0
801,median_mad_z,650,3.0,0.0,100,-7643.73,-9526.0,-5260.0,1117,34,-5260.0,393.0,-4659.0
802,rolling_z,650,3.25,0.0,100,-7645.95,-9884.0,-5173.0,974,28,154.0,-4865.0,-5173.0
803,rolling_z,2000,3.25,0.5,200,-7673.45,-4009.0,-6668.0,1600,47,-6668.0,3081.0,-422.0
804,median_mad_z,500,2.75,0.0,50,-7684.96,-10766.0,-4990.0,1728,68,-2275.0,-3501.0,-4990.0
805,ema_z,2000,2.0,0.5,150,-7722.27,-2961.0,-6973.0,4510,136,-6973.0,931.0,3081.0
806,ema_z,1500,2.0,0.5,100,-7752.44,-10622.0,-5087.0,4972,149,-5087.0,-1846.0,-3689.0
807,ema_z,800,3.25,0.0,150,-7760.4,-11102.0,-4984.0,450,15,-4984.0,-3431.0,-2687.0
808,rolling_z,1000,3.25,0.5,150,-7765.94,-10000.0,-5261.0,2470,74,-3855.0,-884.0,-5261.0
809,ema_z,650,2.75,0.5,50,-7772.43,-11100.0,-4993.0,2214,87,-4993.0,-2354.0,-3753.0
810,rolling_z,1000,2.5,0.5,50,-7789.5,-8754.0,-5596.0,2500,100,-5596.0,-2251.0,-907.0
811,ema_z,1000,2.75,0.5,200,-7825.79,-6506.0,-6191.0,4147,118,-6191.0,3999.0,-4314.0
812,median_mad_z,1000,2.5,0.5,200,-7831.5,-7874.0,-5857.0,3000,90,-5857.0,400.0,-2417.0
813,ema_z,500,3.0,0.5,50,-7865.4,-12754.0,-4673.0,1948,76,-4275.0,-3806.0,-4673.0
814,median_mad_z,1000,2.0,0.0,150,-7884.98,-1532.0,-7494.0,3989,121,-7494.0,426.0,5536.0
815,median_mad_z,800,3.0,0.5,100,-7893.5,-5955.0,-6402.0,1376,42,-247.0,694.0,-6402.0
816,rolling_z,1800,2.75,0.0,150,-7925.75,-9569.0,-5532.0,750,23,-3442.0,-595.0,-5532.0
817,median_mad_z,500,2.75,0.5,50,-7936.96,-10798.0,-5234.0,1728,68,-5138.0,-426.0,-5234.0
818,median_mad_z,650,2.5,0.0,50,-7961.69,-8320.0,-5879.0,1346,51,-5879.0,-377.0,-2064.0
819,rolling_z,800,3.25,0.0,200,-7963.55,-6898.0,-6237.0,1026,28,-6237.0,2553.0,-3214.0
820,rolling_z,1200,2.0,0.5,50,-8092.02,-12064.0,-5069.0,3512,139,-5069.0,-3372.0,-3623.0
821,ema_z,1200,2.5,0.5,150,-8223.93,-8113.0,-6189.0,3338,101,-6189.0,-1203.0,-721.0
822,rolling_z,1000,3.0,0.0,200,-8249.52,6257.0,-9810.0,1886,53,5572.0,10495.0,-9810.0
823,median_mad_z,1500,2.75,0.5,200,-8285.45,-1441.0,-7922.0,1600,47,-7922.0,2416.0,4065.0
824,rolling_z,800,3.25,0.5,150,-8302.14,-10752.0,-5611.0,1570,46,-5611.0,-1560.0,-3581.0
825,rolling_z,1800,2.75,0.5,150,-8306.95,-5531.0,-6920.0,2100,65,-6920.0,-828.0,2217.0
826,median_mad_z,650,2.75,0.0,100,-8307.85,-9998.0,-5805.0,1676,51,-5228.0,1035.0,-5805.0
827,median_mad_z,1500,2.25,0.0,200,-8315.7,-5438.0,-6953.0,1600,45,-6953.0,-2693.0,4208.0
828,rolling_z,1000,2.75,0.0,200,-8363.89,13633.0,-11766.0,3068,86,20810.0,4589.0,-11766.0
829,ema_z,650,3.0,0.5,100,-8382.95,-12058.0,-5362.0,3227,97,-4203.0,-2493.0,-5362.0
830,median_mad_z,1500,2.0,0.0,150,-8406.89,-3292.0,-7581.0,1447,42,-7581.0,-2360.0,6649.0
831,ema_z,1800,2.0,0.5,100,-8427.83,-7987.0,-6425.0,3042,91,-6425.0,-456.0,-1106.0
832,median_mad_z,1000,2.25,0.5,150,-8432.39,-10106.0,-5900.0,2946,88,-5900.0,264.0,-4470.0
833,ema_z,1500,2.5,0.5,200,-8445.43,-9757.0,-5998.0,4090,122,-5998.0,-1872.0,-1887.0
834,rolling_z,1000,2.25,0.0,100,-8488.01,-6534.0,-6849.0,2756,82,-3193.0,3508.0,-6849.0
835,median_mad_z,650,3.25,0.5,100,-8507.42,-11109.0,-5728.0,1084,33,-5728.0,0.0,-5381.0
836,ema_z,1200,2.25,0.5,100,-8528.08,-10204.0,-5969.0,4038,122,-5969.0,-777.0,-3458.0
837,rolling_z,2000,3.0,0.0,200,-8538.82,-7271.0,-6719.0,1037,30,-6719.0,1137.0,-1689.0
838,median_mad_z,650,3.25,0.0,150,-8564.17,-10864.0,-5845.0,1584,44,-5845.0,0.0,-5019.0
839,rolling_z,1500,2.25,0.5,150,-8616.62,1072.0,-8871.0,6810,203,-8871.0,2390.0,7553.0
840,ema_z,1000,2.5,0.5,150,-8659.88,-7452.0,-6787.0,4939,145,-6787.0,-193.0,-472.0
841,rolling_z,500,2.0,0.0,100,-8725.43,-885.0,-8486.0,9092,270,-8486.0,2294.0,5307.0
842,median_mad_z,800,2.0,0.0,100,-8732.2,-6696.0,-7049.0,4602,138,-7049.0,-1367.0,1720.0
843,median_mad_z,800,2.0,0.0,150,-8895.46,-5548.0,-7495.0,6730,201,-7495.0,-964.0,2911.0
844,ema_z,800,3.25,0.5,200,-8914.02,-11596.0,-6012.0,1508,44,-5229.0,-355.0,-6012.0
845,rolling_z,1000,2.0,0.0,100,-8926.88,-2547.0,-8282.0,4066,118,-3372.0,9107.0,-8282.0
846,median_mad_z,1200,2.5,0.5,150,-8953.41,-7693.0,-7027.0,1580,48,-7027.0,929.0,-1595.0
847,ema_z,1000,2.5,0.5,200,-8978.23,-6005.0,-7464.0,6489,192,-7464.0,1166.0,293.0
848,ema_z,800,2.5,0.5,50,-8989.59,-10894.0,-6261.0,2544,101,-6261.0,-2002.0,-2631.0
849,rolling_z,1000,3.25,0.5,200,-9053.14,-11968.0,-6055.0,3072,92,-4658.0,-1255.0,-6055.0
850,median_mad_z,1500,2.5,0.5,150,-9054.99,-4721.0,-7872.0,1368,40,-7872.0,1085.0,2066.0
