rank,name,family,lookback,entry,exit,direction,target,total_pnl,day0,day1,day2,max_abs_pos,turnover,fills,time_at_limit_pct
220,imbalance_z_revert,imbalance_z,20,2.0,0.0,-1,150,318366.0,-106136.0,512720.0,-88218.0,150,31648,2128,0.39
221,imbalance_z_revert,imbalance_z,20,2.0,0.0,-1,200,314989.0,-108547.0,512300.0,-88764.0,200,31968,2146,0.1
222,imbalance_z_revert,imbalance_z,20,1.5,0.0,-1,150,306462.0,-110835.0,510891.0,-93594.0,150,33046,2222,0.39
223,imbalance_z_revert,imbalance_z,20,0.75,0.0,-1,150,304382.0,-111598.0,510078.0,-94098.0,150,33236,2236,0.39
224,imbalance_z_revert,imbalance_z,20,1.0,0.0,-1,150,304382.0,-111598.0,510078.0,-94098.0,150,33236,2236,0.39
225,ema_diff_trend,ema_diff,200,2.0,0.0,1,200,303584.0,1267470.0,1161347.0,-2125233.0,200,133241,7337,84.08
226,imbalance_z_revert,imbalance_z,20,1.5,0.0,-1,200,303085.0,-113246.0,510471.0,-94140.0,200,33366,2240,0.1
227,imbalance_z_revert,imbalance_z,20,0.75,0.0,-1,200,301005.0,-114009.0,509658.0,-94644.0,200,33556,2254,0.1
228,imbalance_z_revert,imbalance_z,20,1.0,0.0,-1,200,301005.0,-114009.0,509658.0,-94644.0,200,33556,2254,0.1
229,mid_z_trend,mid_z,10,2.0,0.0,1,150,295357.0,615406.0,-541410.0,221361.0,150,168352,9262,27.91
230,ema_diff_trend,ema_diff,10,2.0,0.0,1,200,289278.0,492109.0,111936.0,-314767.0,200,364461,19995,42.58
231,momentum_revert,momentum,200,4.0,0.0,-1,150,282967.0,-1310319.0,637481.0,955805.0,150,59082,3313,81.92
232,momentum_revert,momentum,100,8.0,0.0,-1,150,277770.0,-1304387.0,1004203.0,577954.0,150,53282,2993,58.76
233,mid_z_trend,mid_z,200,1.25,0.25,1,150,277562.0,890336.0,-272758.0,-340016.0,150,82867,4684,60.63
234,mid_z_trend,mid_z,200,2.0,0.25,1,100,276495.0,543173.0,-121243.0,-145435.0,100,35707,2134,47.02
235,momentum_trend,momentum,20,4.0,0.0,1,150,262075.0,683226.0,-535758.0,114607.0,150,163648,9108,46.28
236,ema_diff_trend,ema_diff,200,3.0,0.0,1,150,257062.0,896306.0,819791.0,-1459035.0,150,89051,4928,87.19
237,momentum_revert,momentum,10,6.0,0.0,-1,200,250766.0,-605588.0,634060.0,222294.0,200,94521,5318,7.78
238,mid_z_trend,mid_z,200,2.0,0.5,1,100,250337.0,530553.0,-127736.0,-152480.0,100,38625,2314,39.82
239,ema_diff_trend,ema_diff,10,8.0,0.0,1,150,248896.0,1121816.0,-846512.0,-26408.0,150,14917,813,21.87
240,momentum_trend,momentum,10,4.0,0.0,1,150,244054.0,583282.0,264235.0,-603463.0,150,177126,9876,25.89
241,ema_diff_trend,ema_diff,20,1.0,0.0,1,200,239424.0,284499.0,-56236.0,11161.0,200,418249,22979,55.48
242,mid_z_trend,mid_z,10,1.25,0.0,1,200,237328.0,526000.0,-188768.0,-99904.0,200,348737,19100,34.66
243,ema_diff_revert,ema_diff,500,3.0,0.0,-1,100,228477.0,-791076.0,524292.0,495261.0,100,48223,2788,93.01
244,imbalance_z_revert,imbalance_z,50,2.0,0.0,-1,150,224938.0,-13875.0,837171.0,-598358.0,150,43238,2893,5.61
245,mid_z_trend,mid_z,100,0.75,0.5,1,100,208433.0,91029.0,103335.0,14069.0,100,177087,10424,65.1
246,momentum_trend,momentum,100,2.0,0.0,1,100,203937.0,397820.0,341994.0,-535877.0,100,86532,4989,84.42
247,mid_z_trend,mid_z,100,1.5,0.0,1,100,203150.0,530010.0,483328.0,-810188.0,100,46935,2670,87.01
248,imbalance_z_revert,imbalance_z,50,2.0,0.0,-1,200,197977.0,-28174.0,832647.0,-606496.0,200,45302,2996,2.28
249,mid_z_trend,mid_z,20,1.0,0.0,1,150,192119.0,281672.0,-10886.0,-78667.0,150,259960,14380,61.77
250,mid_z_trend,mid_z,20,1.25,0.25,1,200,188748.0,402861.0,-267719.0,53606.0,200,384491,21299,35.98
251,ema_diff_trend,ema_diff,200,5.0,0.0,1,100,180529.0,507944.0,474384.0,-801799.0,100,47761,2714,89.85
252,mid_z_trend,mid_z,20,0.75,0.0,1,150,174187.0,149321.0,-150321.0,175187.0,150,298613,16540,62.94
253,ema_diff_trend,ema_diff,50,8.0,0.0,1,50,173845.0,97457.0,76368.0,20.0,50,24859,1480,86.16
254,ema_diff_trend,ema_diff,10,3.0,0.0,1,150,166113.0,472500.0,81295.0,-387682.0,150,220906,12190,48.41
255,mid_z_trend,mid_z,10,2.0,0.0,1,200,162123.0,1062767.0,-936980.0,36336.0,200,180965,9869,20.52
256,mid_z_trend,mid_z,200,1.0,0.5,1,200,155415.0,1197490.0,-481699.0,-560376.0,200,146305,8273,56.81
257,mid_z_trend,mid_z,10,1.0,0.0,1,200,144861.0,301815.0,-389832.0,232878.0,200,416554,22831,37.68
258,mid_z_trend,mid_z,100,1.25,0.0,1,50,144025.0,94109.0,47704.0,2212.0,50,28113,1689,93.91
259,mid_z_trend,mid_z,200,1.5,0.25,1,100,142785.0,501858.0,-160883.0,-198190.0,100,49451,2945,57.84
260,mid_z_trend,mid_z,200,1.0,0.25,1,150,141659.0,854145.0,-339374.0,-373112.0,150,96801,5462,65.64
261,mid_z_trend,mid_z,200,1.25,0.5,1,150,137325.0,833805.0,-312500.0,-383980.0,150,98197,5554,54.08
262,momentum_trend,momentum,20,8.0,0.0,1,100,134297.0,226030.0,-151136.0,59403.0,100,41166,2434,20.86
263,mid_z_trend,mid_z,50,1.5,0.25,1,150,120909.0,573779.0,-181363.0,-271507.0,150,183605,10280,50.02
264,momentum_revert,momentum,200,12.0,0.0,-1,100,116019.0,-702727.0,247147.0,571599.0,100,20280,1196,59.47
265,mid_z_trend,mid_z,500,2.0,0.0,1,50,114139.0,131718.0,125339.0,-142918.0,50,5269,315,95.02
266,momentum_trend,momentum,500,2.0,0.0,1,100,110471.0,469461.0,494413.0,-853403.0,100,51495,2975,86.36
267,momentum_trend,momentum,20,6.0,0.0,1,100,107927.0,427832.0,-245351.0,-74554.0,100,77634,4531,35.05
268,momentum_revert,momentum,200,2.0,0.0,-1,150,102675.0,-1360997.0,574432.0,889240.0,150,78538,4399,85.9
269,mid_z_trend,mid_z,50,2.0,0.0,1,50,100136.0,66074.0,47558.0,-13496.0,50,32635,1945,86.62
270,ema_diff_trend,ema_diff,20,8.0,0.0,1,200,92849.0,1480662.0,-1171910.0,-215903.0,200,48970,2694,42.92
271,ema_diff_revert,ema_diff,500,2.0,0.0,-1,150,90170.0,-1372628.0,544375.0,918423.0,150,79853,4474,90.56
272,mid_z_trend,mid_z,100,1.0,0.0,1,50,89412.0,79549.0,27649.0,-17786.0,50,33557,2006,93.56
273,ema_diff_trend,ema_diff,100,8.0,0.0,1,50,87856.0,97172.0,77352.0,-86668.0,50,21574,1297,91.27
274,imbalance_z_revert,imbalance_z,50,0.75,0.0,-1,150,87156.0,-146705.0,835258.0,-601397.0,150,43747,2930,5.9
275,imbalance_z_revert,imbalance_z,50,1.0,0.0,-1,150,87156.0,-146705.0,835258.0,-601397.0,150,43747,2930,5.9
276,imbalance_z_revert,imbalance_z,50,1.5,0.0,-1,150,87156.0,-146705.0,835258.0,-601397.0,150,43747,2930,5.9
277,momentum_trend,momentum,20,8.0,0.0,1,150,84415.0,188308.0,-201779.0,97886.0,150,52898,2995,17.0
278,mid_z_revert,mid_z,500,1.5,0.0,-1,50,77313.0,-171043.0,142571.0,105785.0,50,8025,500,96.61
279,mid_z_trend,mid_z,200,1.5,0.5,1,100,74861.0,479812.0,-184195.0,-220756.0,100,56781,3389,51.27
280,ema_diff_trend,ema_diff,100,5.0,0.0,1,50,73529.0,78180.0,41427.0,-46078.0,50,34955,2090,91.89
281,momentum_trend,momentum,50,6.0,0.0,1,50,69641.0,60065.0,31412.0,-21836.0,50,36441,2357,64.73
282,mid_z_revert,mid_z,500,1.25,0.0,-1,50,67630.0,-177052.0,142899.0,101783.0,50,9389,580,96.81
283,ema_diff_trend,ema_diff,50,1.0,0.0,1,100,67017.0,85001.0,22892.0,-40876.0,100,193301,10959,80.03
284,ema_diff_trend,ema_diff,200,2.0,0.0,1,150,64537.0,849589.0,753526.0,-1538578.0,150,109369,6050,86.57
285,imbalance_z_revert,imbalance_z,50,0.75,0.0,-1,200,60390.0,-161295.0,829342.0,-607657.0,200,45857,3037,2.29
286,imbalance_z_revert,imbalance_z,50,1.0,0.0,-1,200,60390.0,-161295.0,829342.0,-607657.0,200,45857,3037,2.29
287,imbalance_z_revert,imbalance_z,50,1.5,0.0,-1,200,60390.0,-161295.0,829342.0,-607657.0,200,45857,3037,2.29
288,ema_diff_trend,ema_diff,20,3.0,0.0,1,100,54572.0,157432.0,-208093.0,105233.0,100,156701,8860,69.74
289,mid_z_revert,mid_z,500,1.0,0.0,-1,50,48857.0,-184552.0,139077.0,94332.0,50,10519,643,97.23
290,ema_diff_trend,ema_diff,20,8.0,0.0,1,50,44045.0,101623.0,-68081.0,10503.0,50,21522,1273,74.87
291,imbalance_z_trend,imbalance_z,200,0.75,0.0,1,150,43540.0,314729.0,-189986.0,-81203.0,150,33302,1807,16.85
292,imbalance_z_trend,imbalance_z,200,1.0,0.0,1,150,43540.0,314729.0,-189986.0,-81203.0,150,33302,1807,16.85
293,imbalance_z_trend,imbalance_z,200,1.5,0.0,1,150,43540.0,314729.0,-189986.0,-81203.0,150,33302,1807,16.85
294,imbalance_z_trend,imbalance_z,200,2.0,0.0,1,150,43540.0,314729.0,-189986.0,-81203.0,150,33302,1807,16.85
295,momentum_revert,momentum,200,8.0,0.0,-1,100,42316.0,-724571.0,223545.0,543342.0,100,27662,1628,71.53
296,momentum_trend,momentum,100,6.0,0.0,1,50,36679.0,89072.0,53032.0,-105425.0,50,27096,1748,73.59
297,mid_z_trend,mid_z,50,1.25,0.25,1,100,35214.0,180740.0,-208073.0,62547.0,100,153543,8991,60.15
298,momentum_revert,momentum,10,8.0,0.0,-1,100,30660.0,-80735.0,-101025.0,212420.0,100,31411,1881,7.38
299,mid_z_revert,mid_z,200,2.0,0.0,-1,50,29079.0,-190471.0,130007.0,89543.0,50,10555,641,94.11
300,momentum_revert,momentum,100,12.0,0.0,-1,100,28230.0,-722375.0,587658.0,162947.0,100,23058,1377,42.3
301,mid_z_trend,mid_z,200,1.25,0.25,1,100,26879.0,465337.0,-192883.0,-245575.0,100,60169,3567,62.87
302,mid_z_trend,mid_z,100,0.75,0.0,1,50,26341.0,61365.0,19916.0,-54940.0,50,40313,2412,93.48
303,momentum_trend,momentum,10,4.0,0.0,1,200,26099.0,1018544.0,-314990.0,-677455.0,200,197576,10959,20.57
304,imbalance_z_revert,imbalance_z,20,2.0,0.0,-1,100,25939.0,-103343.0,215556.0,-86274.0,100,30820,2087,1.06
305,mid_z_revert,mid_z,500,0.75,0.0,-1,50,24893.0,-191532.0,128821.0,87604.0,50,12723,779,96.73
306,ema_diff_trend,ema_diff,200,3.0,0.0,1,100,21132.0,476365.0,413581.0,-868814.0,100,65405,3714,90.2
307,imbalance_z_revert,imbalance_z,20,1.5,0.0,-1,100,17639.0,-106816.0,214445.0,-89990.0,100,31998,2171,1.29
308,imbalance_z_revert,imbalance_z,20,0.75,0.0,-1,100,16026.0,-107112.0,213632.0,-90494.0,100,32130,2183,1.36
309,imbalance_z_revert,imbalance_z,20,1.0,0.0,-1,100,16026.0,-107112.0,213632.0,-90494.0,100,32130,2183,1.36
310,ema_diff_revert,ema_diff,500,8.0,0.0,-1,50,13200.0,-195274.0,124208.0,84266.0,50,14031,863,94.72
311,ema_diff_trend,ema_diff,200,1.0,0.0,1,200,10628.0,1191369.0,1053567.0,-2234308.0,200,164667,9076,83.45
312,mid_z_trend,mid_z,100,2.0,0.0,1,50,5863.0,113923.0,86823.0,-194883.0,50,18657,1120,92.97
313,momentum_revert,momentum,50,12.0,0.0,-1,50,4538.0,-44262.0,-29658.0,78458.0,50,11553,773,25.2
314,imbalance_revert,imbalance,1,0.15,0.0,-1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
315,imbalance_trend,imbalance,1,0.15,0.0,1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
316,imbalance_revert,imbalance,1,0.2,0.0,-1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
317,imbalance_trend,imbalance,1,0.2,0.0,1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
318,imbalance_revert,imbalance,1,0.3,0.0,-1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
319,imbalance_trend,imbalance,1,0.3,0.0,1,50,0.0,0.0,0.0,0.0,0,0,0,0.0
320,imbalance_revert,imbalance,1,0.15,0.0,-1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
321,imbalance_trend,imbalance,1,0.15,0.0,1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
322,imbalance_revert,imbalance,1,0.2,0.0,-1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
323,imbalance_trend,imbalance,1,0.2,0.0,1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
324,imbalance_revert,imbalance,1,0.3,0.0,-1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
325,imbalance_trend,imbalance,1,0.3,0.0,1,100,0.0,0.0,0.0,0.0,0,0,0,0.0
326,imbalance_revert,imbalance,1,0.15,0.0,-1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
327,imbalance_trend,imbalance,1,0.15,0.0,1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
328,imbalance_revert,imbalance,1,0.2,0.0,-1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
329,imbalance_trend,imbalance,1,0.2,0.0,1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
330,imbalance_revert,imbalance,1,0.3,0.0,-1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
331,imbalance_trend,imbalance,1,0.3,0.0,1,150,0.0,0.0,0.0,0.0,0,0,0,0.0
332,imbalance_revert,imbalance,1,0.15,0.0,-1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
333,imbalance_trend,imbalance,1,0.15,0.0,1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
334,imbalance_revert,imbalance,1,0.2,0.0,-1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
335,imbalance_trend,imbalance,1,0.2,0.0,1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
336,imbalance_revert,imbalance,1,0.3,0.0,-1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
337,imbalance_trend,imbalance,1,0.3,0.0,1,200,0.0,0.0,0.0,0.0,0,0,0,0.0
338,ema_diff_trend,ema_diff,50,5.0,0.0,1,50,-451.0,44151.0,23848.0,-68450.0,50,43767,2606,88.97
339,momentum_trend,momentum,500,6.0,0.0,1,50,-3060.0,107267.0,82871.0,-193198.0,50,16679,1068,79.86
340,mid_z_revert,mid_z,200,1.5,0.0,-1,50,-11025.0,-202520.0,114902.0,76593.0,50,14415,878,94.27
341,mid_z_trend,mid_z,100,2.0,0.25,1,50,-12697.0,56309.0,48696.0,-117702.0,50,33686,2274,49.45
342,mid_z_trend,mid_z,50,1.25,0.5,1,200,-13493.0,717390.0,-39315.0,-691568.0,200,295254,16599,44.4
343,mid_z_trend,mid_z,50,1.5,0.0,1,50,-19630.0,29297.0,12891.0,-61818.0,50,45357,2711,90.06
344,imbalance_z_revert,imbalance_z,100,0.75,0.0,-1,150,-20375.0,-306896.0,428247.0,-141726.0,150,41817,2832,12.51
345,imbalance_z_revert,imbalance_z,100,1.0,0.0,-1,150,-20375.0,-306896.0,428247.0,-141726.0,150,41817,2832,12.51
346,imbalance_z_revert,imbalance_z,100,1.5,0.0,-1,150,-20375.0,-306896.0,428247.0,-141726.0,150,41817,2832,12.51
347,imbalance_z_revert,imbalance_z,100,2.0,0.0,-1,150,-20784.0,-306899.0,427841.0,-141726.0,150,41817,2830,12.25
348,momentum_revert,momentum,500,12.0,0.0,-1,150,-21762.0,-1197831.0,86644.0,1089425.0,150,21475,1219,59.99
349,momentum_revert,momentum,200,6.0,0.0,-1,100,-24372.0,-744170.0,198475.0,521323.0,100,34010,1986,78.03
350,imbalance_z_revert,imbalance_z,50,2.0,0.0,-1,100,-26206.0,8805.0,547873.0,-582884.0,100,38894,2661,10.54
351,mid_z_trend,mid_z,50,0.75,0.25,1,100,-28289.0,8188.0,427.0,-36904.0,100,200843,11710,67.99
352,momentum_revert,momentum,10,12.0,0.0,-1,50,-32634.0,-10096.0,-11355.0,-11183.0,50,3790,250,1.64
353,mid_z_revert,mid_z,200,1.25,0.0,-1,50,-32715.0,-209157.0,108666.0,67776.0,50,17701,1082,94.59
354,mid_z_trend,mid_z,200,2.0,0.25,1,50,-35545.0,104241.0,-63996.0,-75790.0,50,19297,1307,48.9
355,momentum_trend,momentum,10,12.0,0.0,1,50,-37776.0,-12966.0,-13482.0,-11328.0,50,3696,240,1.55
356,momentum_trend,momentum,50,4.0,0.0,1,50,-38212.0,27948.0,-9117.0,-57043.0,50,47817,3051,75.13
357,ema_diff_revert,ema_diff,200,8.0,0.0,-1,50,-38939.0,-213673.0,107294.0,67440.0,50,17851,1095,94.3
358,momentum_trend,momentum,20,8.0,0.0,1,200,-39522.0,149780.0,-253326.0,64024.0,200,62438,3506,13.51
359,momentum_revert,momentum,20,12.0,0.0,-1,50,-42233.0,-5745.0,-19273.0,-17215.0,50,5560,368,4.68
360,momentum_revert,momentum,10,12.0,0.0,-1,100,-42481.0,-10425.0,-16227.0,-15829.0,100,4988,303,0.48
361,ema_diff_revert,ema_diff,500,5.0,0.0,-1,50,-46358.0,-217365.0,104066.0,66941.0,50,19695,1207,95.72
362,momentum_revert,momentum,10,12.0,0.0,-1,200,-47135.0,-10425.0,-19637.0,-17073.0,157,5400,319,0.0
363,momentum_revert,momentum,10,12.0,0.0,-1,150,-47138.0,-10425.0,-19637.0,-17076.0,150,5386,318,0.06
364,mid_z_trend,mid_z,100,2.0,0.5,1,50,-47435.0,45974.0,40287.0,-133696.0,50,37086,2507,42.73
365,mid_z_trend,mid_z,200,2.0,0.5,1,50,-49307.0,98692.0,-69297.0,-78702.0,50,20889,1416,41.49
366,momentum_trend,momentum,100,4.0,0.0,1,50,-50286.0,65116.0,18612.0,-134014.0,50,35776,2272,81.22
367,momentum_trend,momentum,500,4.0,0.0,1,50,-50480.0,86611.0,71244.0,-208335.0,50,21611,1383,85.16
368,momentum_trend,momentum,10,12.0,0.0,1,100,-51336.0,-14978.0,-17727.0,-18631.0,100,4860,290,0.48
369,momentum_trend,momentum,10,12.0,0.0,1,150,-54640.0,-14978.0,-18154.0,-21508.0,150,5238,304,0.06
370,momentum_trend,momentum,10,12.0,0.0,1,200,-54917.0,-14978.0,-18154.0,-21785.0,157,5252,305,0.0
371,mid_z_trend,mid_z,200,1.0,0.5,1,150,-55276.0,786059.0,-390165.0,-451170.0,150,118885,6731,58.66
372,mid_z_trend,mid_z,100,1.5,0.0,1,50,-55665.0,98515.0,57465.0,-211645.0,50,25281,1519,93.51
373,mid_z_revert,mid_z,200,1.0,0.0,-1,50,-55746.0,-218272.0,103377.0,59149.0,50,20065,1235,94.91
374,mid_z_trend,mid_z,500,2.0,0.25,1,50,-57033.0,128553.0,-35085.0,-150501.0,50,8908,605,44.59
375,mid_z_trend,mid_z,500,2.0,0.5,1,50,-59944.0,126991.0,-32366.0,-154569.0,50,9658,658,36.44
376,momentum_trend,momentum,20,12.0,0.0,1,50,-61369.0,-12088.0,-30424.0,-18857.0,50,5472,359,4.68
377,mid_z_trend,mid_z,200,0.75,0.0,1,50,-61756.0,86005.0,56515.0,-204276.0,50,24463,1466,95.0
378,momentum_revert,momentum,20,12.0,0.0,-1,100,-61955.0,-7044.0,-30243.0,-24668.0,100,8268,491,3.5
379,momentum_trend,momentum,500,12.0,0.0,1,50,-67043.0,130367.0,-43805.0,-153605.0,50,8402,547,63.39
380,ema_diff_trend,ema_diff,100,3.0,0.0,1,50,-68585.0,35742.0,-13376.0,-90951.0,50,50695,3009,92.05
381,momentum_trend,momentum,20,8.0,0.0,1,50,-68961.0,90711.0,-86755.0,-72917.0,50,25145,1649,25.46
382,mid_z_trend,mid_z,200,1.0,0.25,1,100,-72003.0,441874.0,-244430.0,-269447.0,100,70917,4204,67.89
383,mid_z_trend,mid_z,200,1.25,0.5,1,100,-74017.0,426716.0,-224938.0,-275795.0,100,71483,4248,56.13
384,momentum_revert,momentum,20,12.0,0.0,-1,150,-74599.0,-6733.0,-39379.0,-28487.0,150,9892,569,2.21
385,ema_diff_trend,ema_diff,200,5.0,0.0,1,50,-74675.0,86252.0,55037.0,-215964.0,50,26327,1572,94.0
386,mid_z_trend,mid_z,50,1.25,0.0,1,50,-74915.0,11307.0,-6648.0,-79574.0,50,51455,3079,90.82
387,ema_diff_trend,ema_diff,10,5.0,0.0,1,50,-75824.0,6147.0,-11565.0,-70406.0,50,51799,3062,69.84
388,momentum_revert,momentum,500,8.0,0.0,-1,150,-76507.0,-1217743.0,72376.0,1068860.0,150,31707,1806,71.92
389,momentum_revert,momentum,20,12.0,0.0,-1,200,-82373.0,-6652.0,-45352.0,-30369.0,200,11014,633,1.41
390,momentum_trend,momentum,200,12.0,0.0,1,50,-83200.0,122585.0,-49284.0,-156501.0,50,10810,715,61.58
391,ema_diff_trend,ema_diff,10,8.0,0.0,1,50,-86264.0,140682.0,-182184.0,-44762.0,50,9718,571,55.11
392,mid_z_trend,mid_z,100,1.25,0.25,1,50,-87779.0,3504.0,-26432.0,-64851.0,50,53905,3580,65.28
393,momentum_revert,momentum,500,12.0,0.0,-1,50,-90129.0,-180330.0,-11229.0,101430.0,50,8402,554,63.46
394,mid_z_trend,mid_z,50,1.0,0.5,1,150,-90355.0,246925.0,-494386.0,157106.0,150,280992,15809,52.93
395,momentum_trend,momentum,20,12.0,0.0,1,100,-94926.0,-20208.0,-45490.0,-29228.0,100,8170,482,3.5
396,ema_diff_revert,ema_diff,10,8.0,0.0,-1,50,-98537.0,-196623.0,119382.0,-21296.0,50,9956,628,55.36
397,momentum_revert,momentum,100,8.0,0.0,-1,100,-106704.0,-767866.0,545782.0,115380.0,100,37774,2229,62.02
398,imbalance_z_revert,imbalance_z,200,0.75,0.0,-1,150,-107064.0,-293108.0,323778.0,-137734.0,150,39025,2672,18.47
399,imbalance_z_revert,imbalance_z,200,1.0,0.0,-1,150,-107064.0,-293108.0,323778.0,-137734.0,150,39025,2672,18.47
400,imbalance_z_revert,imbalance_z,200,1.5,0.0,-1,150,-107064.0,-293108.0,323778.0,-137734.0,150,39025,2672,18.47
401,imbalance_z_revert,imbalance_z,200,2.0,0.0,-1,150,-107064.0,-293108.0,323778.0,-137734.0,150,39025,2672,18.47
402,mid_z_revert,mid_z,500,2.0,0.25,-1,50,-108322.0,-184469.0,-18004.0,94151.0,50,8948,618,44.6
403,ema_diff_trend,ema_diff,20,5.0,0.0,1,50,-108523.0,-1752.0,-14414.0,-92357.0,50,54881,3256,79.3
404,mid_z_trend,mid_z,500,1.5,0.25,1,50,-109820.0,115749.0,-60195.0,-165374.0,50,13674,929,56.93
405,momentum_revert,momentum,500,12.0,0.0,-1,100,-111607.0,-690216.0,-17865.0,596474.0,100,15308,911,61.18
406,momentum_trend,momentum,500,8.0,0.0,1,50,-111652.0,117318.0,-56207.0,-172763.0,50,12672,819,74.61
407,mid_z_trend,mid_z,200,1.5,0.25,1,50,-111773.0,82147.0,-85081.0,-108839.0,50,27337,1838,59.75
408,mid_z_revert,mid_z,200,0.75,0.0,-1,200,-112536.0,-1866764.0,346211.0,1408017.0,200,80002,4454,85.9
409,momentum_trend,momentum,20,12.0,0.0,1,150,-114048.0,-26320.0,-52028.0,-35700.0,150,9780,558,1.98
410,momentum_revert,momentum,200,4.0,0.0,-1,100,-114976.0,-775362.0,167995.0,492391.0,100,44270,2574,83.76
411,momentum_revert,momentum,100,12.0,0.0,-1,50,-115798.0,-198844.0,115418.0,-32372.0,50,12678,849,45.05
412,mid_z_trend,mid_z,20,1.5,0.25,1,200,-117113.0,563902.0,-484580.0,-196435.0,200,336827,18652,29.94
413,mid_z_revert,mid_z,500,2.0,0.5,-1,50,-119017.0,-188377.0,-22153.0,91513.0,50,9734,677,36.44
414,momentum_revert,momentum,200,12.0,0.0,-1,50,-119592.0,-188683.0,-18230.0,87321.0,50,10810,721,61.58
415,ema_diff_revert,ema_diff,10,8.0,0.0,-1,100,-120710.0,-705216.0,613438.0,-28932.0,100,13496,792,35.5
416,momentum_trend,momentum,100,12.0,0.0,1,50,-120826.0,123040.0,-197552.0,-46314.0,50,12596,841,45.05
417,momentum_trend,momentum,200,8.0,0.0,1,50,-122231.0,109908.0,-60193.0,-171946.0,50,15156,1002,73.52
418,ema_diff_revert,ema_diff,500,3.0,0.0,-1,50,-124301.0,-241886.0,75305.0,42280.0,50,27255,1662,96.06
419,imbalance_z_revert,imbalance_z,200,0.75,0.0,-1,100,-126313.0,-115495.0,553282.0,-564100.0,100,36445,2541,25.96
420,imbalance_z_revert,imbalance_z,200,1.0,0.0,-1,100,-126313.0,-115495.0,553282.0,-564100.0,100,36445,2541,25.96
421,imbalance_z_revert,imbalance_z,200,1.5,0.0,-1,100,-126313.0,-115495.0,553282.0,-564100.0,100,36445,2541,25.96
422,imbalance_z_revert,imbalance_z,200,2.0,0.0,-1,100,-126313.0,-115495.0,553282.0,-564100.0,100,36445,2541,25.96
423,momentum_revert,momentum,500,8.0,0.0,-1,50,-126729.0,-193371.0,-20598.0,87240.0,50,12688,833,74.7
424,momentum_trend,momentum,10,2.0,0.0,1,200,-127156.0,405342.0,40447.0,-572945.0,200,383534,21162,36.14
425,mid_z_trend,mid_z,100,1.5,0.25,1,50,-127383.0,21404.0,1721.0,-150508.0,50,46038,3069,60.58
426,mid_z_trend,mid_z,50,1.0,0.25,1,100,-127454.0,108650.0,-267919.0,31815.0,100,174296,10182,64.15
427,momentum_trend,momentum,20,12.0,0.0,1,200,-127631.0,-29798.0,-55417.0,-42416.0,200,10880,620,1.35
428,ema_diff_trend,ema_diff,10,8.0,0.0,1,100,-134411.0,628717.0,-696527.0,-66601.0,100,13198,729,34.25
429,momentum_revert,momentum,10,8.0,0.0,-1,50,-135368.0,-52173.0,-67150.0,-16045.0,50,21035,1387,10.81
430,mid_z_trend,mid_z,50,1.0,0.0,1,50,-135910.0,-5493.0,-24302.0,-106115.0,50,58533,3495,90.44
431,momentum_trend,momentum,500,2.0,0.0,1,50,-139693.0,55634.0,59499.0,-254826.0,50,31703,1972,88.9
432,mid_z_trend,mid_z,500,1.5,0.5,1,50,-140186.0,107147.0,-62358.0,-184975.0,50,16852,1147,49.53
433,mid_z_trend,mid_z,500,1.25,0.25,1,50,-141611.0,106719.0,-74377.0,-173953.0,50,16988,1153,62.69
434,imbalance_z_revert,imbalance_z,50,2.0,0.0,-1,50,-143319.0,-26565.0,70589.0,-187343.0,50,30422,2202,23.88
435,mid_z_revert,mid_z,500,1.5,0.25,-1,50,-143621.0,-195343.0,-31183.0,82905.0,50,13706,947,56.94
436,ema_diff_trend,ema_diff,200,2.0,0.0,1,100,-143922.0,431635.0,359033.0,-934590.0,100,82631,4680,89.52
437,mid_z_revert,mid_z,500,2.0,0.25,-1,100,-148107.0,-694888.0,-33798.0,580579.0,100,16768,1025,43.54
438,mid_z_trend,mid_z,200,1.5,0.5,1,50,-148933.0,68967.0,-98473.0,-119427.0,50,31453,2125,53.03
439,momentum_trend,momentum,20,2.0,0.0,1,150,-150103.0,344157.0,347774.0,-842034.0,150,255192,14180,60.17
440,mid_z_trend,mid_z,20,1.25,0.0,1,100,-153390.0,69718.0,-263028.0,39920.0,100,176841,10021,68.35
